url,filename,uppercaption,lowercaption,views,upvote
https://i.imgflip.com/5jvfn6.jpg,Blankie-the-Shocked-Dog.jpg,karens beating up a person who doesnt speak english,everybody else in the anime cosplay con:,1353,0
https://i.imgflip.com/5j15zl.jpg,Blankie-the-Shocked-Dog.jpg,me: *finally passes a math quiz*,also me:,877,4
https://i.imgflip.com/3jepok.jpg,Blankie-the-Shocked-Dog.jpg,there are 3 types of people in the world,those who can count and those who can't,3049,0
https://i.imgflip.com/55ytny.jpg,Blankie-the-Shocked-Dog.jpg,what do you mean,i'm adopted,1157,0
https://i.imgflip.com/5lb2ur.jpg,Blankie-the-Shocked-Dog.jpg,when the hoomans leave you home alone,and you see a chair move by itself,941,2
https://i.imgflip.com/3eosgx.jpg,Blankie-the-Shocked-Dog.jpg,when you get your prostate checked,and the doctor has both hands on your shoulders,2538,0
https://i.imgflip.com/4oplzp.jpg,Blankie-the-Shocked-Dog.jpg,me,when i got 5 upvotes in just 1 month,817,0
https://i.imgflip.com/3fvsmw.jpg,Blankie-the-Shocked-Dog.jpg,my emotional support dog,after i tell him all my problems,7045,0
https://i.imgflip.com/4x3ij3.jpg,Blankie-the-Shocked-Dog.jpg,when you said come here john,but you weren't calling me...,791,5
https://i.imgflip.com/4wz4i1.jpg,Blankie-the-Shocked-Dog.jpg,we are getting a cat,my dog,683,5
https://i.imgflip.com/4tkzvb.jpg,Blankie-the-Shocked-Dog.jpg,when someone said,you have homework,462,5
https://i.imgflip.com/4pulna.jpg,Blankie-the-Shocked-Dog.jpg,when your owner says,"""hoozagoodboy"" for the first time",286,0
https://i.imgflip.com/3xu41f.jpg,Blankie-the-Shocked-Dog.jpg,"every time your parents want to ""talk"" to you",please don't hurt me,484,8
https://i.imgflip.com/2whxe9.jpg,Blankie-the-Shocked-Dog.jpg,we can use emojis,in comments now??,1056,0
https://i.imgflip.com/44i5yx.jpg,Blankie-the-Shocked-Dog.jpg,when you hear your mum shouting at your sister,you then realising your next,425,0
https://i.imgflip.com/4lbx1f.jpg,Blankie-the-Shocked-Dog.jpg,what do you call a fish with no legs,a fish,311,3
https://i.imgflip.com/4fgp5u.jpg,Blankie-the-Shocked-Dog.jpg,there are 2 types of people in this world,"those who can help me hide the body, and those who are the body",325,0
https://i.imgflip.com/4si7nz.jpg,Blankie-the-Shocked-Dog.jpg,when you’re clearing your weapon,and it goes bang instead of click,602,2
https://i.imgflip.com/3qtm94.jpg,Blankie-the-Shocked-Dog.jpg,when hooman,smell like other dogs,328,8
https://i.imgflip.com/4nrgak.jpg,Blankie-the-Shocked-Dog.jpg,everyone i think i found a predator on imgflip check him out he wants some s*x on some girls on memes,this is his name g_user_104764656553525453719,670,2
https://i.imgflip.com/54kzpx.jpg,Blankie-the-Shocked-Dog.jpg,when someone says that you have,shcool on sunday,157,1
https://i.imgflip.com/4lx8s8.jpg,Blankie-the-Shocked-Dog.jpg,my dog when,we get a cat,223,2
https://i.imgflip.com/2wdcd7.jpg,Blankie-the-Shocked-Dog.jpg,when the teacher asks you to tell the class,a little bit about yourself.,723,0
https://i.imgflip.com/3w4woj.jpg,Blankie-the-Shocked-Dog.jpg,when you see someone,text with their fingers,116,3
https://i.imgflip.com/11lw0e.jpg,Blankie-the-Shocked-Dog.jpg,you said a new friend,"was that a ""meow"" i just heard?",1623,0
https://i.imgflip.com/3upzf1.jpg,Blankie-the-Shocked-Dog.jpg,you spend your life barking at nothing,and this happens when someone is actually there.,263,3
https://i.imgflip.com/3ggbsr.jpg,Blankie-the-Shocked-Dog.jpg,when the teacher,calls on you,251,4
https://i.imgflip.com/3wiz4q.jpg,Blankie-the-Shocked-Dog.jpg,when you go into isolation,and get stuck with doing chores,457,0
https://i.imgflip.com/18502w.jpg,Blankie-the-Shocked-Dog.jpg,did you just say,wok the dog?,768,0
https://i.imgflip.com/4ii1w4.jpg,Blankie-the-Shocked-Dog.jpg,when ur told to,stay,556,1
https://i.imgflip.com/3n6vaj.jpg,Blankie-the-Shocked-Dog.jpg,when your best-friend-owner,looks at cat videos,397,2
https://i.imgflip.com/21qavj.jpg,Blankie-the-Shocked-Dog.jpg,this is the first time ever,i've seen anyone above raydog on the leaderboard,2571,0
https://i.imgflip.com/32qw1g.jpg,Blankie-the-Shocked-Dog.jpg,when you see,a back to school sign in the summer,511,4
https://i.imgflip.com/2jb6je.jpg,Blankie-the-Shocked-Dog.jpg,when did you decide,to stop sharing your lunch with me?,1071,0
https://i.imgflip.com/2fvjvd.jpg,Blankie-the-Shocked-Dog.jpg,just found out,he was compared to omarosa!,482,0
https://i.imgflip.com/2t2oux.jpg,Blankie-the-Shocked-Dog.jpg,when you realise,most memes are just modern dad jokes,724,3
https://i.imgflip.com/12do5g.jpg,Blankie-the-Shocked-Dog.jpg,when you've dropped a pile in the entryway,and you hear your owner's key in the door,813,0
https://i.imgflip.com/1ebeq7.jpg,Blankie-the-Shocked-Dog.jpg,when you realise,that the person you thought was a store employee so you asked them where the junk food aisle was turned out to not be an  employee,642,0
https://i.imgflip.com/3r72g0.jpg,Blankie-the-Shocked-Dog.jpg,i just told my bff i had never had chik fil'a,this was her reaction!,100,3
https://i.imgflip.com/2qn5vi.jpg,Blankie-the-Shocked-Dog.jpg,that moment when you walk in the ladies room,and you see one-ply toilet paper,411,0
https://i.imgflip.com/1txnb6.jpg,Blankie-the-Shocked-Dog.jpg,when its 10pm and strangers come nocking,on your door with cake for your b-day,286,5
https://i.imgflip.com/3es6el.jpg,Blankie-the-Shocked-Dog.jpg,when your class moves on to the next lesson,and your still dont understand what she just taught,343,1
https://i.imgflip.com/3ehf2m.jpg,Blankie-the-Shocked-Dog.jpg,wha? someone turned the trash over,how dare they!,392,1
https://i.imgflip.com/3c125j.jpg,Blankie-the-Shocked-Dog.jpg,when teacher calls ur name,to answer the question,385,1
https://i.imgflip.com/32qn4n.jpg,Blankie-the-Shocked-Dog.jpg,when you have your first viral post,and you're not even sure how it happened,216,0
https://i.imgflip.com/2fchya.jpg,Blankie-the-Shocked-Dog.jpg,"wait, if you shoot the postman",who will i bark at?,380,2
https://i.imgflip.com/2fuy3a.jpg,Blankie-the-Shocked-Dog.jpg,when i saw,the spider-man ps4 trailer,289,3
https://i.imgflip.com/z0xzt.jpg,Blankie-the-Shocked-Dog.jpg,donald trump supporters face,when he changes all of his positions in the general election,775,5
https://i.imgflip.com/4fw6pv.jpg,Blankie-the-Shocked-Dog.jpg,rutherford's face,when an alpha particle bounced off the foil,288,0
https://i.imgflip.com/1gc5zm.jpg,Blankie-the-Shocked-Dog.jpg,what's,chlamydia?,2170,3
https://i.imgflip.com/1wqs7h.jpg,Blankie-the-Shocked-Dog.jpg,that device in the bathroom,isn’t an automatic water dispenser?,269,2
https://i.imgflip.com/2pc049.jpg,Blankie-the-Shocked-Dog.jpg,the day that pewdiepie wakes up and see,that t-series is in front of him,220,1
https://i.imgflip.com/2omu0e.jpg,Blankie-the-Shocked-Dog.jpg,when life gives you lemons,you make iced tea,242,1
https://i.imgflip.com/14my66.jpg,Blankie-the-Shocked-Dog.jpg,when someone on the raido,is talking really fast,177,3
https://i.imgflip.com/11pl1f.jpg,Blankie-the-Shocked-Dog.jpg,"you said, roll rover",and i roll rovered,478,4
https://i.imgflip.com/23y39y.jpg,Blankie-the-Shocked-Dog.jpg,why don’t they ever take me,to the liquor store???,155,1
https://i.imgflip.com/213tn6.jpg,Blankie-the-Shocked-Dog.jpg,"ladies, lets not whip every dog we come across during our",#wolfhunt,175,1
https://i.imgflip.com/xdc12.jpg,Blankie-the-Shocked-Dog.jpg,googled baby making to find baby maker apps,i warn you. don't google it!,271,2
https://i.imgflip.com/1wonrf.jpg,Blankie-the-Shocked-Dog.jpg,when zekeal walked,out with nedra,141,1
https://i.imgflip.com/1tp15u.jpg,Blankie-the-Shocked-Dog.jpg,the image of your naked,ass is burnt in my eyes forever,787,1
https://i.imgflip.com/1o33xs.jpg,Blankie-the-Shocked-Dog.jpg,when your dad insults your moms  cooking,"you be like ""you a dead man""",319,2
https://i.imgflip.com/1muq2z.jpg,Blankie-the-Shocked-Dog.jpg,you mean the ball,never left your hand?,117,1
https://i.imgflip.com/1ca2jy.jpg,Blankie-the-Shocked-Dog.jpg,when the kid next to you gets roasted,and he reaches in his book bag for something,179,1
https://i.imgflip.com/3k5gjz.jpg,Blankie-the-Shocked-Dog.jpg,that look you give when you hear,the spiritual awakening i got from the working the twelve steps was the newcomer i married in rehab.,265,1
https://i.imgflip.com/1ied2e.jpg,Blankie-the-Shocked-Dog.jpg,i swear,i just thought it was an awfully chewy bone,574,1
https://i.imgflip.com/1fyqcf.jpg,Blankie-the-Shocked-Dog.jpg,you say trump won,and we're going to make america great again!,353,1
https://i.imgflip.com/63wvt2.jpg,Blankie-the-Shocked-Dog.jpg,when some kid  says 1+1+3x3453(7473-643+643) = 77412809,everybody be like:,48,0
https://i.imgflip.com/5lqors.jpg,Blankie-the-Shocked-Dog.jpg,when i try to be nice to my girlfriend,her: shut up!,116,0
https://i.imgflip.com/5cm5no.jpg,Blankie-the-Shocked-Dog.jpg,when teacher tells learn sth from your friend,me:,51,0
https://i.imgflip.com/55s2i9.jpg,Blankie-the-Shocked-Dog.jpg,when you realize,mango pepsi is great,121,0
https://i.imgflip.com/543muk.jpg,Blankie-the-Shocked-Dog.jpg,when someone says,you míssed a godvek stream,69,0
https://i.imgflip.com/4xz04j.jpg,Blankie-the-Shocked-Dog.jpg,i ate cat,what?,73,0
https://i.imgflip.com/4v64fp.jpg,Blankie-the-Shocked-Dog.jpg,when you look at the,expiry date on the milk....,75,0
https://i.imgflip.com/4r23l4.jpg,Blankie-the-Shocked-Dog.jpg,my dogs face when i tell him,i can’t go for a walk naked,75,0
https://i.imgflip.com/4jwseh.jpg,Blankie-the-Shocked-Dog.jpg,there's 2 types of people in this world,there's me and then my parents,98,0
https://i.imgflip.com/4ji1cn.jpg,Blankie-the-Shocked-Dog.jpg,when i realise that it's 9:50 on a monday,school will kill me,68,0
https://i.imgflip.com/4iqp7u.jpg,Blankie-the-Shocked-Dog.jpg,when you used to work in travel,but now your new work mates don't know the 24hr clock,148,0
https://i.imgflip.com/450pyo.jpg,Blankie-the-Shocked-Dog.jpg,when my mom enters my room,and me’s be like,60,0
https://i.imgflip.com/3uycpl.jpg,Blankie-the-Shocked-Dog.jpg,when you dog relized you,cuddle with another dog,75,0
https://i.imgflip.com/3tbar0.jpg,Blankie-the-Shocked-Dog.jpg,satan: what are you doing here  fdr : i served 4terms instead of 2,satan,207,0
https://i.imgflip.com/3q8ya3.jpg,Blankie-the-Shocked-Dog.jpg,my dog’s reaction,when he sees me naked.,200,0
https://i.imgflip.com/3pi78j.jpg,Blankie-the-Shocked-Dog.jpg,he’s been hanging,with the cat again.,215,0
https://i.imgflip.com/3k5pg1.jpg,Blankie-the-Shocked-Dog.jpg,you know i can't,have chocolate!,149,0
https://i.imgflip.com/3i8jwx.jpg,Blankie-the-Shocked-Dog.jpg,when you forget your,man in the mirror,170,0
https://i.imgflip.com/2xj0ya.jpg,Blankie-the-Shocked-Dog.jpg,when the teacher says homework is due tomorrow,and you never started it,191,0
https://i.imgflip.com/2pe9kr.jpg,Blankie-the-Shocked-Dog.jpg,the hater's say,whatttttttttttttttt,355,0
https://i.imgflip.com/2j0db2.jpg,Blankie-the-Shocked-Dog.jpg,that look when a coworker has,called to get his sleeve pt all in one day!!!!!,404,0
https://i.imgflip.com/25duez.jpg,Blankie-the-Shocked-Dog.jpg,only 2 months,until the wedding,187,0
https://i.imgflip.com/1yqaji.jpg,Blankie-the-Shocked-Dog.jpg,"killed my dad, had six children with my sister, and ate 5 of them",greed can make u do things u will regret,116,0
https://i.imgflip.com/11mn61.jpg,Blankie-the-Shocked-Dog.jpg,"you're, you're, you're",pregnant!!!,230,0
https://i.imgflip.com/1gv9qo.jpg,Blankie-the-Shocked-Dog.jpg,when teachers realize they got paid before break,and the next check won't be until january 31!!,4660,0
https://i.imgflip.com/1z3i77.jpg,Blankie-the-Shocked-Dog.jpg,when you’re caught,having an affair,163,0
https://i.imgflip.com/23nwet.jpg,Blankie-the-Shocked-Dog.jpg,when you walk into the room and see,that someone ate  all your spaget,116,0
https://i.imgflip.com/3idq6s.jpg,Blankie-the-Shocked-Dog.jpg,when you find out,your adopted !!!,105,0
https://i.imgflip.com/3r75v2.jpg,Blankie-the-Shocked-Dog.jpg,i slapped my science teachers ass,he slapped back,138,0
https://i.imgflip.com/3wf89c.jpg,Blankie-the-Shocked-Dog.jpg,you did what,i'm telling,89,0
https://i.imgflip.com/4ntbyy.jpg,Blankie-the-Shocked-Dog.jpg,when you eat bean,your stomach:,45,0
https://i.imgflip.com/5zzlwb.jpg,Blankie-the-Shocked-Dog.jpg,my brain when i hear mom and dad fighting,i am missing the bacchanal,61,0
https://i.imgflip.com/5xv8a0.jpg,Persian-Cat-Room-Guardian-Single.jpg,me opens window for fresh are,everyone onn the iss,792,0
https://i.imgflip.com/5sgsrt.jpg,Persian-Cat-Room-Guardian-Single.jpg,every single person,when they find their favorite emoji hasn't been animated in telegram,1128,2
https://i.imgflip.com/55w88m.jpg,Persian-Cat-Room-Guardian-Single.jpg,me *still up at 3am looking at memes*,my husband getting a glass of water.,1800,6
https://i.imgflip.com/4e2pdn.jpg,Persian-Cat-Room-Guardian-Single.jpg,how can we have rules,if there are always exceptions,4708,12
https://i.imgflip.com/2u5cck.jpg,Persian-Cat-Room-Guardian-Single.jpg,when your show gets,to the last episode,25522,0
https://i.imgflip.com/42ya6t.jpg,Persian-Cat-Room-Guardian-Single.jpg,me: scrolls through old memes i made,why tho?,7514,0
https://i.imgflip.com/3v835f.jpg,Persian-Cat-Room-Guardian-Single.jpg,when you make a meme thinking its gonna get a lotta upvotes,"but its still on the 7,618 page",6486,10
https://i.imgflip.com/38ah6h.jpg,Persian-Cat-Room-Guardian-Single.jpg,"just read through a flame war post in politics, no one upvoted any replies, and no one was convinced of the others' platform",dont yall realize how many points and upvotes you could have had!?,10242,0
https://i.imgflip.com/4q3jof.jpg,Persian-Cat-Room-Guardian-Single.jpg,yung ngumingiti kana sa chat nya,wala na finish na,1937,0
https://i.imgflip.com/4omks2.jpg,Persian-Cat-Room-Guardian-Single.jpg,when i release it is wednesday and not thurday,how is that possible i did the math problem,1916,0
https://i.imgflip.com/4gtm5f.jpg,Persian-Cat-Room-Guardian-Single.jpg,when you report a body everyone else: white is kinda sus,white:,2266,3
https://i.imgflip.com/58p7kw.jpg,Persian-Cat-Room-Guardian-Single.jpg,no,stop whining and then your life can have meaning,623,1
https://i.imgflip.com/3t5d1b.jpg,Persian-Cat-Room-Guardian-Single.jpg,when i go to the local publix,and see the toilet paper gone...like why!,4615,3
https://i.imgflip.com/2xjdtx.jpg,Persian-Cat-Room-Guardian-Single.jpg,when u walk into class,and have not worked on ur presentation,3626,0
https://i.imgflip.com/48otxh.jpg,Persian-Cat-Room-Guardian-Single.jpg,when the guy ahead of you in self-checkout on the only register accepting cash,uses a credit card,2490,3
https://i.imgflip.com/2ltduo.jpg,Persian-Cat-Room-Guardian-Single.jpg,i like my men like my grapes,dark and 25 at a time,35761,0
https://i.imgflip.com/3lfzqc.jpg,Persian-Cat-Room-Guardian-Single.jpg,why are you still talking,no one cares,4173,3
https://i.imgflip.com/2wc9ad.jpg,Persian-Cat-Room-Guardian-Single.jpg,"mrs. arundle ""we are on measure 15""","choir students ""what measure are we on""",5428,5
https://i.imgflip.com/3kk0l9.jpg,Persian-Cat-Room-Guardian-Single.jpg,is it really too much to ask,for just one roast meme to be spelled correctly?,3439,0
https://i.imgflip.com/2xober.jpg,Persian-Cat-Room-Guardian-Single.jpg,when your driving to work,and realize you forgot your charger,4520,4
https://i.imgflip.com/3b0on9.jpg,Persian-Cat-Room-Guardian-Single.jpg,when you have been waiting a year for traveling salesman,and he still haven’t arrived,3119,2
https://i.imgflip.com/3tzuv7.jpg,Persian-Cat-Room-Guardian-Single.jpg,when you open a gum pack in school,but no one ask for any,3215,2
https://i.imgflip.com/3nlfm6.jpg,Persian-Cat-Room-Guardian-Single.jpg,why,are you still here,3050,2
https://i.imgflip.com/1xoujj.jpg,Persian-Cat-Room-Guardian-Single.jpg,it's monday again,really?,4762,5
https://i.imgflip.com/3u4jek.jpg,Persian-Cat-Room-Guardian-Single.jpg,me on the toilet,damn it no toilet paper,165,2
https://i.imgflip.com/1gym5s.jpg,Persian-Cat-Room-Guardian-Single.jpg,and just like that,*poof* out of weed,8669,6
https://i.imgflip.com/1lmvnw.jpg,Persian-Cat-Room-Guardian-Single.jpg,when your teacher hands you the test,we didn't learn any of this,962,0
https://i.imgflip.com/37ds4q.jpg,Persian-Cat-Room-Guardian-Single.jpg,anti-porch package theft technology,persian cat hopped up on caffeine and offering hugs with razor sharp claws,2964,1
https://i.imgflip.com/2ahirf.jpg,Persian-Cat-Room-Guardian-Single.jpg,so there i was,a cat with thumbs and no ears....,5458,0
https://i.imgflip.com/1bsq85.jpg,Persian-Cat-Room-Guardian-Single.jpg,...and then  i said,watch the carpet man,5113,0
https://i.imgflip.com/2o11qi.jpg,Persian-Cat-Room-Guardian-Single.jpg,themanwhoknocks,but rings the bell,2909,0
https://i.imgflip.com/1bjxbx.jpg,Persian-Cat-Room-Guardian-Single.jpg,when you get your finals back,"like, did you really expect me to study",3720,4
https://i.imgflip.com/1i2b42.jpg,Persian-Cat-Room-Guardian-Single.jpg,"i don't think as many people would quote the bible if instead of ""in the beginning"" the first sentence was",what hat happen wuz,4951,3
https://i.imgflip.com/1rygd7.jpg,Persian-Cat-Room-Guardian-Single.jpg,i acan't keep calm,it's my birthday! 👊👊,4944,0
https://i.imgflip.com/26kzhj.jpg,Persian-Cat-Room-Guardian-Single.jpg,look at me,what am iiiii,6188,0
https://i.imgflip.com/2bahnk.jpg,Persian-Cat-Room-Guardian-Single.jpg,i got yelled at by the teacher,when the kid next to me did it in front of her,4343,1
https://i.imgflip.com/1lv02w.jpg,Persian-Cat-Room-Guardian-Single.jpg,happy birthday tshepo  ke go rata go pala mmata. happy birthday pal,on your birthday i send u dozens of good wishes with a bucket of love and a bag full of happy memories. a very happy birthday to you pal !!!!,20721,1
https://i.imgflip.com/3ea26j.jpg,Persian-Cat-Room-Guardian-Single.jpg,me when i say the correct answer to a hard question and the teacher doesn't answer,but someone raises their hand 20 minutes later and the teacher applauds,2819,1
https://i.imgflip.com/3gyd43.jpg,Persian-Cat-Room-Guardian-Single.jpg,when its someone else's period,but out of nowher physics hod come in,2587,0
https://i.imgflip.com/1jump1.jpg,Persian-Cat-Room-Guardian-Single.jpg,when you get back from school,and your mom starts to scream at u,4908,1
https://i.imgflip.com/zkbrn.jpg,Persian-Cat-Room-Guardian-Single.jpg,when you get called in to work on your day off,to cover for your hungover coworker,11948,0
https://i.imgflip.com/260ufj.jpg,Persian-Cat-Room-Guardian-Single.jpg,what is,wrong with you !?,268,1
https://i.imgflip.com/3ea2bs.jpg,Persian-Cat-Room-Guardian-Single.jpg,when i give clear instructions to my class 10 times,and that one kid asks me a question i just answered,1699,0
https://i.imgflip.com/35mol6.jpg,Persian-Cat-Room-Guardian-Single.jpg,when your book is listed as available in the library,but isn’t on the shelves,1182,0
https://i.imgflip.com/5fl26h.jpg,Persian-Cat-Room-Guardian-Single.jpg,me when my my mom says dinners ready,me there to no food,84,0
https://i.imgflip.com/45x7e1.jpg,Persian-Cat-Room-Guardian-Single.jpg,you want to survive covid you say,but you get it and god yeets you out of this world,137,0
https://i.imgflip.com/4598cv.jpg,Persian-Cat-Room-Guardian-Single.jpg,"johannes adam ferdinand alois josef maria marco d'aviano pius, prince of liechtenstein, or his wife, countess georgina norberta johanna franziska antonie marie raphaela",give me your money,320,0
https://i.imgflip.com/3shfln.jpg,Persian-Cat-Room-Guardian-Single.jpg,why why,come on,623,0
https://i.imgflip.com/3s28c8.jpg,Persian-Cat-Room-Guardian-Single.jpg,when you’re favorite tv show says new episodes,but there are no new episodes,765,0
https://i.imgflip.com/2htawh.jpg,Persian-Cat-Room-Guardian-Single.jpg,tranzlashun it iz dat openeth teh window,2 let in da light,356,0
https://i.imgflip.com/62mzjz.jpg,Smiling-Jesus.jpg,in the name of all what looks,like holy shit,207,2
https://i.imgflip.com/5ud3sm.jpg,Smiling-Jesus.jpg,he loves you,and expects you to love others!,524,0
https://i.imgflip.com/5plk74.jpg,Smiling-Jesus.jpg,get a haircut,says the bald roman,462,2
https://i.imgflip.com/1yh304.jpg,Smiling-Jesus.jpg,god created heaven and earth,the rest was made in china,26356,0
https://i.imgflip.com/5kgkbd.jpg,Smiling-Jesus.jpg,"ngl, sinning is cringe","-god, 2021",705,0
https://i.imgflip.com/5q5dti.jpg,Smiling-Jesus.jpg,the humans think i'm returning to earth,"well,let them believe that,i ain't leaving heaven to go to hell",438,0
https://i.imgflip.com/4mjj26.jpg,Smiling-Jesus.jpg,god created heaven and earth,the rest was made in china,1555,6
https://i.imgflip.com/4k3q34.jpg,Smiling-Jesus.jpg,jesus cares,that you have a good day,1497,0
https://i.imgflip.com/4tpptn.jpg,Smiling-Jesus.jpg,"take my yoke upon you, and blearn of me","for i am meek and lowly in heart: and ye shall find rest unto your souls. and ye shall find rest unto your souls. 30 for my yoke is easy, and my burden is light.matthew 11:28-30",978,3
https://i.imgflip.com/4klqof.jpg,Smiling-Jesus.jpg,jesus saves,but moses invests,788,3
https://i.imgflip.com/2yjis4.jpg,Smiling-Jesus.jpg,if a pigeon crashes into your window,is god playing angry birds with you ?,3253,14
https://i.imgflip.com/16q0w8.jpg,Smiling-Jesus.jpg,"""jesus loves the little children of the world""",but not jenny. jenny didn't get enough likes on fb.,19313,0
https://i.imgflip.com/4pomg7.jpg,Smiling-Jesus.jpg,guess who,can still come over for christmas,728,2
https://i.imgflip.com/45v5lq.jpg,Smiling-Jesus.jpg,"'""love the lord your god with all of your heart, all your soul, all your strength. and all your mind.' and 'love your neighbor as yourself.'""","notice how i did not say the only way to do so was through me? it's called a ""clue"" people.",2128,0
https://i.imgflip.com/1tdib7.jpg,Smiling-Jesus.jpg,jesus,loves you!,5095,0
https://i.imgflip.com/3l29e0.jpg,Smiling-Jesus.jpg,jesus christ,i look good,2258,4
https://i.imgflip.com/2ovsaw.jpg,Smiling-Jesus.jpg,jesus said 'i am god'  sadducees said 'no way',jesus said 'yahweh',2849,9
https://i.imgflip.com/3sgsxc.jpg,Smiling-Jesus.jpg,its over satanikan,i have the high ground,1748,3
https://i.imgflip.com/3slb4m.jpg,Smiling-Jesus.jpg,my people..faith & fear,cannot live in the same place,5933,2
https://i.imgflip.com/5adwc9.jpg,Smiling-Jesus.jpg,the earth is 4.5 billion years old,"was born only 2,000 years ago to tell everyone his dad created everything and that they should worship him",2403,2
https://i.imgflip.com/3iwcua.jpg,Smiling-Jesus.jpg,once upon a time there was a great flood,you know what i'm sayin' ?,4462,0
https://i.imgflip.com/3nmfi8.jpg,Smiling-Jesus.jpg,wwsd,cause you already know what i would do,4737,2
https://i.imgflip.com/2z3xwa.jpg,Smiling-Jesus.jpg,feelin’ cute,maybe i’ll just come on out of this tomb...idk,1888,4
https://i.imgflip.com/2m791l.jpg,Smiling-Jesus.jpg,before you ask for more,first be thankful for what you have,2850,6
https://i.imgflip.com/21hxh4.jpg,Smiling-Jesus.jpg,jesus wouldn't do cocaine,in the restroom,12958,0
https://i.imgflip.com/1yk5lf.jpg,Smiling-Jesus.jpg,creates the universe and the earth,gets nailed to a cross in return,1636,0
https://i.imgflip.com/10bzc3.jpg,Smiling-Jesus.jpg,it's a sad lot indeed when,people would rather argue over what color i am rather than being good people...,4038,16
https://i.imgflip.com/2lxbyi.jpg,Smiling-Jesus.jpg,the elections are over and the sun is up,you can all just smile and enjoy the day,1313,5
https://i.imgflip.com/1vjm97.jpg,Smiling-Jesus.jpg,when you hear slayer,after nothing but pop all day,5210,0
https://i.imgflip.com/1njp7e.jpg,Smiling-Jesus.jpg,if you don't sin,i died for nothing,3993,0
https://i.imgflip.com/12rbgp.jpg,Smiling-Jesus.jpg,imgflip,a great community where the top users are humble people and comment on other peoples memes,3009,0
https://i.imgflip.com/2pk11p.jpg,Smiling-Jesus.jpg,all i want for christmas,is you!!!,2851,0
https://i.imgflip.com/3bdhxa.jpg,Smiling-Jesus.jpg,these mods been doing me,pontious pilate,701,3
https://i.imgflip.com/12rbly.jpg,Smiling-Jesus.jpg,imgflip,where everyone seems to know each other,1475,0
https://i.imgflip.com/2ltxu8.jpg,Smiling-Jesus.jpg,"depending on the election results, half of you will be unhappy tomorrow","use your last happy day well, spread some kindness while you still can",3106,3
https://i.imgflip.com/16n0cz.jpg,Smiling-Jesus.jpg,maury is not the only place,to find your father,1987,0
https://i.imgflip.com/19klxe.jpg,Smiling-Jesus.jpg,i had followers,before twitter,1444,8
https://i.imgflip.com/26sfcw.jpg,Smiling-Jesus.jpg,when he sees you nut,but you're praying to god,1989,0
https://i.imgflip.com/1vhoit.jpg,Smiling-Jesus.jpg,i'm a member of,jews for jesus,2211,0
https://i.imgflip.com/1o2ikl.jpg,Smiling-Jesus.jpg,no dude i wouldn't,build a wall,1605,0
https://i.imgflip.com/1ncc6c.jpg,Smiling-Jesus.jpg,if you don't trust jesus as your lord and savior,you shouldn't be celebrating easter,2402,0
https://i.imgflip.com/1kfi2x.jpg,Smiling-Jesus.jpg,jesus was trans-,figured on the mount of olives.  read all about it in matt. 17: 1-8,22343,4
https://i.imgflip.com/1ze1a6.jpg,Smiling-Jesus.jpg,when you hear people talk shit about you,as you enter the conversation and you say you don't care,2470,0
https://i.imgflip.com/39yarm.jpg,Smiling-Jesus.jpg,i love you my child,"no, not you... the one behind you. ha! made you look!",9950,0
https://i.imgflip.com/2fvrfm.jpg,Smiling-Jesus.jpg,aragorn,and i are bros,880,2
https://i.imgflip.com/10fuhh.jpg,Smiling-Jesus.jpg,if your pastor is wealthier than the people he serves,"you should wonder, is he here to help us, or are we here yo help him?",2200,5
https://i.imgflip.com/2g5qgi.jpg,Smiling-Jesus.jpg,"hey, i'm not jesus",the real jesus was dark and short,3513,0
https://i.imgflip.com/33xmsg.jpg,Smiling-Jesus.jpg,there is magic in the world,"just like hot water was the first medicine, so being kind is your first magic",850,1
https://i.imgflip.com/1vhcv2.jpg,Smiling-Jesus.jpg,my name is jesus christ,and i am the nra,2849,0
https://i.imgflip.com/xvzef.jpg,Smiling-Jesus.jpg,you hate me for no reason,i died a torturous death for you because i love you.,7750,6
https://i.imgflip.com/112ovw.jpg,Smiling-Jesus.jpg,like i just said to peter the other day,"if i were the gop frontrunner, the media would crucify me too",2155,0
https://i.imgflip.com/29vv2p.jpg,Smiling-Jesus.jpg,jedz  placki,a trafisz do nieba,1324,0
https://i.imgflip.com/1zldat.jpg,Smiling-Jesus.jpg,anybody got directions to,valhalla,834,0
https://i.imgflip.com/1v5p5x.jpg,Smiling-Jesus.jpg,i wouldn't have waited to be asked,"i'd have opened my church out of the kindness of my heart, joel osteen",1377,0
https://i.imgflip.com/200qcb.jpg,Smiling-Jesus.jpg,70 x 7,≠ 777,962,3
https://i.imgflip.com/198l1j.jpg,Smiling-Jesus.jpg,the devil,is a communist,3474,0
https://i.imgflip.com/1nwhk8.jpg,Smiling-Jesus.jpg,remember even the greatest story ever told has 4 versions,don't take everything you hear as gospel,974,0
https://i.imgflip.com/2fsp48.jpg,Smiling-Jesus.jpg,jesus the author,i wrote my gospels kjv: hebrews: 12:2,1164,0
https://i.imgflip.com/1gw8ct.jpg,Smiling-Jesus.jpg,2017,welcome,1421,2
https://i.imgflip.com/2y8xr1.jpg,Smiling-Jesus.jpg,feeling cute today,may save you from your sins later...idk,3303,1
https://i.imgflip.com/zh793.jpg,Smiling-Jesus.jpg,the same folks who have my teachings all screwed up,are the same folks who think i actually look like this.,1660,2
